transactionId,accountId,customerId,transactionType,amount,transactionDate,merchant,location,status
TXN277,ACC001,CUST001,DEBIT,89.70,2024-03-14,Streaming Services,New York,SUCCESS
TXN278,ACC001,CUST001,DEBIT,156.80,2024-03-15,Music Streaming,New York,SUCCESS
TXN279,ACC001,CUST001,DEBIT,234.50,2024-03-16,Video Streaming,New York,SUCCESS
TXN280,ACC001,CUST001,DEBIT,67.90,2024-03-17,Podcast Subscription,New York,SUCCESS
TXN281,ACC002,CUST002,CREDIT,350.00,2024-03-14,Gift Card,Los Angeles,SUCCESS
TXN282,ACC002,CUST002,DEBIT,456.70,2024-03-14,Electronics,Los Angeles,SUCCESS
TXN283,ACC002,CUST002,DEBIT,178.90,2024-03-15,Gaming Console,Los Angeles,SUCCESS
TXN284,ACC002,CUST002,DEBIT,89.60,2024-03-16,Video Games,Los Angeles,SUCCESS
TXN285,ACC002,CUST002,DEBIT,234.50,2024-03-17,Gaming Accessories,Los Angeles,SUCCESS
TXN286,ACC003,CUST003,CREDIT,500.00,2024-03-14,Interest Payment,Chicago,SUCCESS
TXN287,ACC003,CUST003,DEBIT,123.40,2024-03-14,Books,Chicago,SUCCESS
TXN288,ACC003,CUST003,DEBIT,345.60,2024-03-15,E-books,Chicago,SUCCESS
TXN289,ACC003,CUST003,DEBIT,67.80,2024-03-16,Audiobooks,Chicago,SUCCESS
TXN290,ACC003,CUST003,DEBIT,89.50,2024-03-17,Magazine Subscription,Chicago,SUCCESS
TXN291,ACC004,CUST004,CREDIT,600.00,2024-03-14,Dividend Payment,Houston,SUCCESS
TXN292,ACC004,CUST004,DEBIT,234.50,2024-03-14,Home Security,Houston,SUCCESS
TXN293,ACC004,CUST004,DEBIT,456.80,2024-03-15,Safety Equipment,Houston,SUCCESS
TXN294,ACC004,CUST004,DEBIT,178.90,2024-03-16,Emergency Supplies,Houston,SUCCESS
TXN295,ACC004,CUST004,DEBIT,123.40,2024-03-17,First Aid Kit,Houston,SUCCESS
TXN296,ACC005,CUST005,CREDIT,400.00,2024-03-14,Side Income,Phoenix,SUCCESS
TXN297,ACC005,CUST005,DEBIT,567.80,2024-03-14,Outdoor Gear,Phoenix,SUCCESS
TXN298,ACC005,CUST005,DEBIT,234.50,2024-03-15,Camping Equipment,Phoenix,SUCCESS
TXN299,ACC005,CUST005,DEBIT,123.60,2024-03-16,Hiking Gear,Phoenix,SUCCESS
TXN300,ACC005,CUST005,DEBIT,89.70,2024-03-17,Sports Equipment,Phoenix,SUCCESS
TXN301,ACC001,CUST001,CREDIT,5500.00,2024-04-01,Salary Deposit,New York,SUCCESS
TXN302,ACC001,CUST001,DEBIT,1250.00,2024-04-02,Rent Payment,New York,SUCCESS
TXN303,ACC001,CUST001,DEBIT,234.50,2024-04-03,Groceries,New York,SUCCESS
TXN304,ACC001,CUST001,DEBIT,89.60,2024-04-04,Utilities,New York,SUCCESS
TXN305,ACC001,CUST001,DEBIT,45.00,2024-04-05,Internet,New York,SUCCESS
TXN306,ACC002,CUST002,CREDIT,3200.00,2024-04-01,Salary Deposit,Los Angeles,SUCCESS
TXN307,ACC002,CUST002,DEBIT,1800.00,2024-04-02,Rent Payment,Los Angeles,SUCCESS
TXN308,ACC002,CUST002,DEBIT,345.70,2024-04-03,Car Payment,Los Angeles,SUCCESS
TXN309,ACC002,CUST002,DEBIT,123.40,2024-04-04,Insurance,Los Angeles,SUCCESS
TXN310,ACC002,CUST002,DEBIT,67.80,2024-04-05,Gas,Los Angeles,SUCCESS
TXN311,ACC003,CUST003,CREDIT,4800.00,2024-04-01,Freelance Payment,Chicago,SUCCESS
TXN312,ACC003,CUST003,DEBIT,1500.00,2024-04-02,Rent Payment,Chicago,SUCCESS
TXN313,ACC003,CUST003,DEBIT,456.70,2024-04-03,Home Repair,Chicago,SUCCESS
TXN314,ACC003,CUST003,DEBIT,234.50,2024-04-04,Appliances,Chicago,SUCCESS
TXN315,ACC003,CUST003,DEBIT,89.60,2024-04-05,Electronics,Chicago,SUCCESS
TXN316,ACC004,CUST004,CREDIT,6200.00,2024-04-01,Bonus Payment,Houston,SUCCESS
TXN317,ACC004,CUST004,DEBIT,1100.00,2024-04-02,Mortgage Payment,Houston,SUCCESS
TXN318,ACC004,CUST004,DEBIT,567.80,2024-04-03,Home Improvement,Houston,SUCCESS
TXN319,ACC004,CUST004,DEBIT,123.40,2024-04-04,Furniture,Houston,SUCCESS
TXN320,ACC004,CUST004,DEBIT,234.50,2024-04-05,Decor,Houston,SUCCESS
TXN321,ACC005,CUST005,CREDIT,2900.00,2024-04-01,Part-time Job,Phoenix,SUCCESS
TXN322,ACC005,CUST005,DEBIT,950.00,2024-04-02,Rent Payment,Phoenix,SUCCESS
TXN323,ACC005,CUST005,DEBIT,178.90,2024-04-03,Groceries,Phoenix,SUCCESS
TXN324,ACC005,CUST005,DEBIT,345.60,2024-04-04,Clothing,Phoenix,SUCCESS
TXN325,ACC005,CUST005,DEBIT,67.80,2024-04-05,Entertainment,Phoenix,SUCCESS
TXN326,ACC001,CUST001,CREDIT,200.00,2024-04-06,Investment Return,New York,SUCCESS
TXN327,ACC001,CUST001,DEBIT,123.40,2024-04-06,Subscription,New York,SUCCESS
TXN328,ACC001,CUST001,DEBIT,89.50,2024-04-07,Streaming,New York,SUCCESS
TXN329,ACC001,CUST001,DEBIT,45.60,2024-04-08,Apps,New York,SUCCESS
TXN330,ACC001,CUST001,DEBIT,234.50,2024-04-09,Dining,New York,SUCCESS
TXN331,ACC002,CUST002,CREDIT,500.00,2024-04-06,Dividend Payment,Los Angeles,SUCCESS
TXN332,ACC002,CUST002,DEBIT,678.90,2024-04-06,Shopping,Los Angeles,SUCCESS
TXN333,ACC002,CUST002,DEBIT,345.60,2024-04-07,Fashion,Los Angeles,SUCCESS
TXN334,ACC002,CUST002,DEBIT,178.90,2024-04-08,Beauty,Los Angeles,SUCCESS
TXN335,ACC002,CUST002,DEBIT,89.50,2024-04-09,Wellness,Los Angeles,SUCCESS
TXN336,ACC003,CUST003,CREDIT,700.00,2024-04-06,Business Income,Chicago,SUCCESS
TXN337,ACC003,CUST003,DEBIT,456.70,2024-04-06,Office Supplies,Chicago,SUCCESS
TXN338,ACC003,CUST003,DEBIT,234.50,2024-04-07,Software,Chicago,SUCCESS
TXN339,ACC003,CUST003,DEBIT,123.40,2024-04-08,Hardware,Chicago,SUCCESS
TXN340,ACC003,CUST003,DEBIT,89.60,2024-04-09,Accessories,Chicago,SUCCESS
TXN341,ACC004,CUST004,CREDIT,900.00,2024-04-06,Rental Income,Houston,SUCCESS
TXN342,ACC004,CUST004,DEBIT,345.70,2024-04-06,Maintenance,Houston,SUCCESS
TXN343,ACC004,CUST004,DEBIT,178.90,2024-04-07,Repairs,Houston,SUCCESS
TXN344,ACC004,CUST004,DEBIT,456.80,2024-04-08,Upgrades,Houston,SUCCESS
TXN345,ACC004,CUST004,DEBIT,234.50,2024-04-09,Services,Houston,SUCCESS
TXN346,ACC005,CUST005,CREDIT,600.00,2024-04-06,Online Sales,Phoenix,SUCCESS
TXN347,ACC005,CUST005,DEBIT,123.60,2024-04-06,Digital Products,Phoenix,SUCCESS
TXN348,ACC005,CUST005,DEBIT,345.70,2024-04-07,Courses,Phoenix,SUCCESS
TXN349,ACC005,CUST005,DEBIT,89.80,2024-04-08,Training,Phoenix,SUCCESS
TXN350,ACC005,CUST005,DEBIT,234.50,2024-04-09,Certification,Phoenix,SUCCESS
TXN351,ACC001,CUST001,CREDIT,450.00,2024-04-10,Cashback Reward,New York,SUCCESS
TXN352,ACC001,CUST001,DEBIT,567.80,2024-04-10,Travel,New York,SUCCESS
TXN353,ACC001,CUST001,DEBIT,123.40,2024-04-11,Hotel,New York,SUCCESS
TXN354,ACC001,CUST001,DEBIT,89.50,2024-04-12,Flight,New York,SUCCESS
TXN355,ACC001,CUST001,DEBIT,234.60,2024-04-13,Vacation,New York,SUCCESS
TXN356,ACC002,CUST002,CREDIT,800.00,2024-04-10,Bonus Payment,Los Angeles,SUCCESS
TXN357,ACC002,CUST002,DEBIT,345.60,2024-04-10,Entertainment,Los Angeles,SUCCESS
TXN358,ACC002,CUST002,DEBIT,678.90,2024-04-11,Concerts,Los Angeles,SUCCESS
TXN359,ACC002,CUST002,DEBIT,123.40,2024-04-12,Events,Los Angeles,SUCCESS
TXN360,ACC002,CUST002,DEBIT,456.70,2024-04-13,Tickets,Los Angeles,SUCCESS
TXN361,ACC003,CUST003,CREDIT,1000.00,2024-04-10,Project Payment,Chicago,SUCCESS
TXN362,ACC003,CUST003,DEBIT,234.50,2024-04-10,Equipment,Chicago,SUCCESS
TXN363,ACC003,CUST003,DEBIT,567.80,2024-04-11,Tools,Chicago,SUCCESS
TXN364,ACC003,CUST003,DEBIT,345.60,2024-04-12,Machinery,Chicago,SUCCESS
TXN365,ACC003,CUST003,DEBIT,178.90,2024-04-13,Supplies,Chicago,SUCCESS
TXN366,ACC004,CUST004,CREDIT,1200.00,2024-04-10,Investment Return,Houston,SUCCESS
TXN367,ACC004,CUST004,DEBIT,456.80,2024-04-10,Real Estate,Houston,SUCCESS
TXN368,ACC004,CUST004,DEBIT,678.90,2024-04-11,Property,Houston,SUCCESS
TXN369,ACC004,CUST004,DEBIT,234.50,2024-04-12,Land,Houston,SUCCESS
TXN370,ACC004,CUST004,DEBIT,123.40,2024-04-13,Taxes,Houston,SUCCESS
TXN371,ACC005,CUST005,CREDIT,750.00,2024-04-10,Freelance Work,Phoenix,SUCCESS
TXN372,ACC005,CUST005,DEBIT,345.70,2024-04-10,Creative Work,Phoenix,SUCCESS
TXN373,ACC005,CUST005,DEBIT,567.80,2024-04-11,Design,Phoenix,SUCCESS
TXN374,ACC005,CUST005,DEBIT,234.50,2024-04-12,Art,Phoenix,SUCCESS
TXN375,ACC005,CUST005,DEBIT,123.60,2024-04-13,Photography,Phoenix,SUCCESS
TXN376,ACC001,CUST001,CREDIT,200.00,2024-04-14,Refund,New York,SUCCESS
TXN377,ACC001,CUST001,DEBIT,89.70,2024-04-14,Subscription,New York,SUCCESS
TXN378,ACC001,CUST001,DEBIT,156.80,2024-04-15,Services,New York,SUCCESS
TXN379,ACC001,CUST001,DEBIT,234.50,2024-04-16,Consulting,New York,SUCCESS
TXN380,ACC001,CUST001,DEBIT,67.90,2024-04-17,Professional,New York,SUCCESS
TXN381,ACC002,CUST002,CREDIT,350.00,2024-04-14,Gift Card,Los Angeles,SUCCESS
TXN382,ACC002,CUST002,DEBIT,456.70,2024-04-14,Shopping,Los Angeles,SUCCESS
TXN383,ACC002,CUST002,DEBIT,178.90,2024-04-15,Retail,Los Angeles,SUCCESS
TXN384,ACC002,CUST002,DEBIT,89.60,2024-04-16,Online,Los Angeles,SUCCESS
TXN385,ACC002,CUST002,DEBIT,234.50,2024-04-17,E-commerce,Los Angeles,SUCCESS
TXN386,ACC003,CUST003,CREDIT,500.00,2024-04-14,Interest Payment,Chicago,SUCCESS
TXN387,ACC003,CUST003,DEBIT,123.40,2024-04-14,Banking,Chicago,SUCCESS
TXN388,ACC003,CUST003,DEBIT,345.60,2024-04-15,Finance,Chicago,SUCCESS
TXN389,ACC003,CUST003,DEBIT,67.80,2024-04-16,Investment,Chicago,SUCCESS
TXN390,ACC003,CUST003,DEBIT,89.50,2024-04-17,Trading,Chicago,SUCCESS
TXN391,ACC004,CUST004,CREDIT,600.00,2024-04-14,Dividend Payment,Houston,SUCCESS
TXN392,ACC004,CUST004,DEBIT,234.50,2024-04-14,Portfolio,Houston,SUCCESS
TXN393,ACC004,CUST004,DEBIT,456.80,2024-04-15,Stocks,Houston,SUCCESS
TXN394,ACC004,CUST004,DEBIT,178.90,2024-04-16,Bonds,Houston,SUCCESS
TXN395,ACC004,CUST004,DEBIT,123.40,2024-04-17,Commodities,Houston,SUCCESS
TXN396,ACC005,CUST005,CREDIT,400.00,2024-04-14,Side Income,Phoenix,SUCCESS
TXN397,ACC005,CUST005,DEBIT,567.80,2024-04-14,Passive Income,Phoenix,SUCCESS
TXN398,ACC005,CUST005,DEBIT,234.50,2024-04-15,Royalties,Phoenix,SUCCESS
TXN399,ACC005,CUST005,DEBIT,123.60,2024-04-16,Licensing,Phoenix,SUCCESS
TXN400,ACC005,CUST005,DEBIT,89.70,2024-04-17,Affiliate,Phoenix,SUCCESS
TXN401,ACC001,CUST001,CREDIT,5500.00,2024-05-01,Salary Deposit,New York,SUCCESS
TXN402,ACC001,CUST001,DEBIT,1250.00,2024-05-02,Rent Payment,New York,SUCCESS
TXN403,ACC001,CUST001,DEBIT,345.60,2024-05-03,Groceries,New York,SUCCESS
TXN404,ACC001,CUST001,DEBIT,178.90,2024-05-04,Utilities,New York,SUCCESS
TXN405,ACC001,CUST001,DEBIT,89.50,2024-05-05,Phone Bill,New York,SUCCESS
TXN406,ACC002,CUST002,CREDIT,3200.00,2024-05-01,Salary Deposit,Los Angeles,SUCCESS
TXN407,ACC002,CUST002,DEBIT,1800.00,2024-05-02,Rent Payment,Los Angeles,SUCCESS
TXN408,ACC002,CUST002,DEBIT,456.70,2024-05-03,Car Insurance,Los Angeles,SUCCESS
TXN409,ACC002,CUST002,DEBIT,234.50,2024-05-04,Health Insurance,Los Angeles,SUCCESS
TXN410,ACC002,CUST002,DEBIT,123.40,2024-05-05,Gas,Los Angeles,SUCCESS
TXN411,ACC003,CUST003,CREDIT,4800.00,2024-05-01,Freelance Payment,Chicago,SUCCESS
TXN412,ACC003,CUST003,DEBIT,1500.00,2024-05-02,Rent Payment,Chicago,SUCCESS
TXN413,ACC003,CUST003,DEBIT,678.90,2024-05-03,Home Renovation,Chicago,SUCCESS
TXN414,ACC003,CUST003,DEBIT,345.60,2024-05-04,Furniture,Chicago,SUCCESS
TXN415,ACC003,CUST003,DEBIT,178.90,2024-05-05,Appliances,Chicago,SUCCESS
TXN416,ACC004,CUST004,CREDIT,6200.00,2024-05-01,Bonus Payment,Houston,SUCCESS
TXN417,ACC004,CUST004,DEBIT,1100.00,2024-05-02,Mortgage Payment,Houston,SUCCESS
TXN418,ACC004,CUST004,DEBIT,789.00,2024-05-03,Property Tax,Houston,SUCCESS
TXN419,ACC004,CUST004,DEBIT,456.70,2024-05-04,Home Maintenance,Houston,SUCCESS
TXN420,ACC004,CUST004,DEBIT,234.50,2024-05-05,Garden Supplies,Houston,SUCCESS
TXN421,ACC005,CUST005,CREDIT,2900.00,2024-05-01,Part-time Job,Phoenix,SUCCESS
TXN422,ACC005,CUST005,DEBIT,950.00,2024-05-02,Rent Payment,Phoenix,SUCCESS
TXN423,ACC005,CUST005,DEBIT,567.80,2024-05-03,Car Payment,Phoenix,SUCCESS
TXN424,ACC005,CUST005,DEBIT,345.60,2024-05-04,Auto Insurance,Phoenix,SUCCESS
TXN425,ACC005,CUST005,DEBIT,178.90,2024-05-05,Fuel,Phoenix,SUCCESS
TXN426,ACC001,CUST001,CREDIT,300.00,2024-05-06,Stock Dividend,New York,SUCCESS
TXN427,ACC001,CUST001,DEBIT,123.40,2024-05-06,Subscription,New York,SUCCESS
TXN428,ACC001,CUST001,DEBIT,89.50,2024-05-07,Streaming Services,New York,SUCCESS
TXN429,ACC001,CUST001,DEBIT,45.60,2024-05-08,Cloud Storage,New York,SUCCESS
TXN430,ACC001,CUST001,DEBIT,234.50,2024-05-09,Online Services,New York,SUCCESS
TXN431,ACC002,CUST002,CREDIT,500.00,2024-05-06,Investment Return,Los Angeles,SUCCESS
TXN432,ACC002,CUST002,DEBIT,678.90,2024-05-06,Luxury Items,Los Angeles,SUCCESS
TXN433,ACC002,CUST002,DEBIT,345.60,2024-05-07,Designer Clothes,Los Angeles,SUCCESS
TXN434,ACC002,CUST002,DEBIT,178.90,2024-05-08,Accessories,Los Angeles,SUCCESS
TXN435,ACC002,CUST002,DEBIT,89.50,2024-05-09,Cosmetics,Los Angeles,SUCCESS
TXN436,ACC003,CUST003,CREDIT,700.00,2024-05-06,Business Income,Chicago,SUCCESS
TXN437,ACC003,CUST003,DEBIT,456.70,2024-05-06,Office Equipment,Chicago,SUCCESS
TXN438,ACC003,CUST003,DEBIT,234.50,2024-05-07,Software License,Chicago,SUCCESS
TXN439,ACC003,CUST003,DEBIT,123.40,2024-05-08,Hardware,Chicago,SUCCESS
TXN440,ACC003,CUST003,DEBIT,89.60,2024-05-09,IT Support,Chicago,SUCCESS
TXN441,ACC004,CUST004,CREDIT,900.00,2024-05-06,Rental Income,Houston,SUCCESS
TXN442,ACC004,CUST004,DEBIT,345.70,2024-05-06,Property Management,Houston,SUCCESS
TXN443,ACC004,CUST004,DEBIT,178.90,2024-05-07,Legal Services,Houston,SUCCESS
TXN444,ACC004,CUST004,DEBIT,456.80,2024-05-08,Accounting,Houston,SUCCESS
TXN445,ACC004,CUST004,DEBIT,234.50,2024-05-09,Consulting,Houston,SUCCESS
TXN446,ACC005,CUST005,CREDIT,600.00,2024-05-06,Online Sales,Phoenix,SUCCESS
TXN447,ACC005,CUST005,DEBIT,123.60,2024-05-06,E-commerce,Phoenix,SUCCESS
TXN448,ACC005,CUST005,DEBIT,345.70,2024-05-07,Digital Marketing,Phoenix,SUCCESS
TXN449,ACC005,CUST005,DEBIT,89.80,2024-05-08,Social Media Ads,Phoenix,SUCCESS
TXN450,ACC005,CUST005,DEBIT,234.50,2024-05-09,Web Development,Phoenix,SUCCESS
TXN451,ACC001,CUST001,CREDIT,450.00,2024-05-10,Cashback Reward,New York,SUCCESS
TXN452,ACC001,CUST001,DEBIT,567.80,2024-05-10,Smart Home Devices,New York,SUCCESS
TXN453,ACC001,CUST001,DEBIT,123.40,2024-05-11,Security System,New York,SUCCESS
TXN454,ACC001,CUST001,DEBIT,89.50,2024-05-12,Home Automation,New York,SUCCESS
TXN455,ACC001,CUST001,DEBIT,234.60,2024-05-13,IoT Devices,New York,SUCCESS
TXN456,ACC002,CUST002,CREDIT,800.00,2024-05-10,Bonus Payment,Los Angeles,SUCCESS
TXN457,ACC002,CUST002,DEBIT,345.60,2024-05-10,Fitness Equipment,Los Angeles,SUCCESS
TXN458,ACC002,CUST002,DEBIT,678.90,2024-05-11,Personal Training,Los Angeles,SUCCESS
TXN459,ACC002,CUST002,DEBIT,123.40,2024-05-12,Gym Membership,Los Angeles,SUCCESS
TXN460,ACC002,CUST002,DEBIT,456.70,2024-05-13,Yoga Studio,Los Angeles,SUCCESS
TXN461,ACC003,CUST003,CREDIT,1000.00,2024-05-10,Project Payment,Chicago,SUCCESS
TXN462,ACC003,CUST003,DEBIT,234.50,2024-05-10,Software Tools,Chicago,SUCCESS
TXN463,ACC003,CUST003,DEBIT,567.80,2024-05-11,Computer Hardware,Chicago,SUCCESS
TXN464,ACC003,CUST003,DEBIT,345.60,2024-05-12,Monitor,Chicago,SUCCESS
TXN465,ACC003,CUST003,DEBIT,178.90,2024-05-13,Peripherals,Chicago,SUCCESS
TXN466,ACC004,CUST004,CREDIT,1200.00,2024-05-10,Investment Return,Houston,SUCCESS
TXN467,ACC004,CUST004,DEBIT,456.80,2024-05-10,Real Estate Investment,Houston,SUCCESS
TXN468,ACC004,CUST004,DEBIT,678.90,2024-05-11,Property Development,Houston,SUCCESS
TXN469,ACC004,CUST004,DEBIT,234.50,2024-05-12,Land Purchase,Houston,SUCCESS
TXN470,ACC004,CUST004,DEBIT,123.40,2024-05-13,Legal Fees,Houston,SUCCESS
TXN471,ACC005,CUST005,CREDIT,750.00,2024-05-10,Freelance Work,Phoenix,SUCCESS
TXN472,ACC005,CUST005,DEBIT,345.70,2024-05-10,Photography Services,Phoenix,SUCCESS
TXN473,ACC005,CUST005,DEBIT,567.80,2024-05-11,Video Production,Phoenix,SUCCESS
TXN474,ACC005,CUST005,DEBIT,234.50,2024-05-12,Content Creation,Phoenix,SUCCESS
TXN475,ACC005,CUST005,DEBIT,123.60,2024-05-13,Graphic Design,Phoenix,SUCCESS
TXN476,ACC001,CUST001,CREDIT,200.00,2024-05-14,Refund,New York,SUCCESS
TXN477,ACC001,CUST001,DEBIT,89.70,2024-05-14,Subscription Services,New York,SUCCESS
TXN478,ACC001,CUST001,DEBIT,156.80,2024-05-15,Entertainment,New York,SUCCESS
TXN479,ACC001,CUST001,DEBIT,234.50,2024-05-16,Dining Out,New York,SUCCESS
TXN480,ACC001,CUST001,DEBIT,67.90,2024-05-17,Recreation,New York,SUCCESS
TXN481,ACC002,CUST002,CREDIT,350.00,2024-05-14,Gift Card,Los Angeles,SUCCESS
TXN482,ACC002,CUST002,DEBIT,456.70,2024-05-14,Retail Shopping,Los Angeles,SUCCESS
TXN483,ACC002,CUST002,DEBIT,178.90,2024-05-15,Fashion,Los Angeles,SUCCESS
TXN484,ACC002,CUST002,DEBIT,89.60,2024-05-16,Online Shopping,Los Angeles,SUCCESS
TXN485,ACC002,CUST002,DEBIT,234.50,2024-05-17,E-commerce,Los Angeles,SUCCESS
TXN486,ACC003,CUST003,CREDIT,500.00,2024-05-14,Interest Payment,Chicago,SUCCESS
TXN487,ACC003,CUST003,DEBIT,123.40,2024-05-14,Banking Services,Chicago,SUCCESS
TXN488,ACC003,CUST003,DEBIT,345.60,2024-05-15,Financial Planning,Chicago,SUCCESS
TXN489,ACC003,CUST003,DEBIT,67.80,2024-05-16,Investment Advisory,Chicago,SUCCESS
TXN490,ACC003,CUST003,DEBIT,89.50,2024-05-17,Stock Trading,Chicago,SUCCESS
TXN491,ACC004,CUST004,CREDIT,600.00,2024-05-14,Dividend Payment,Houston,SUCCESS
TXN492,ACC004,CUST004,DEBIT,234.50,2024-05-14,Portfolio Management,Houston,SUCCESS
TXN493,ACC004,CUST004,DEBIT,456.80,2024-05-15,Asset Management,Houston,SUCCESS
TXN494,ACC004,CUST004,DEBIT,178.90,2024-05-16,Wealth Management,Houston,SUCCESS
TXN495,ACC004,CUST004,DEBIT,123.40,2024-05-17,Tax Planning,Houston,SUCCESS
TXN496,ACC005,CUST005,CREDIT,400.00,2024-05-14,Side Business,Phoenix,SUCCESS
TXN497,ACC005,CUST005,DEBIT,567.80,2024-05-14,Passive Income,Phoenix,SUCCESS
TXN498,ACC005,CUST005,DEBIT,234.50,2024-05-15,Rental Income,Phoenix,SUCCESS
TXN499,ACC005,CUST005,DEBIT,123.60,2024-05-16,Investment Returns,Phoenix,SUCCESS
TXN500,ACC005,CUST005,DEBIT,89.70,2024-05-17,Business Revenue,Phoenix,SUCCESS
